tconst,primaryTitle,Language,Country,plot,genres,lead_actors_ids,startYear,runtimeMinutes,numVotes,averageRating,budget,BoxOffice
tt2461190,Valencia,Valencian Spanish,Spain,"Valencia is a collaboration between a national community of queer filmmakers to adapt the underground classic memoir into a kaleidoscopic vision of San Francisco's Mission District in the early 90s during the rise of a punk lesbian diaspora told through the experiences of Michelle, a single rootless twenty-something searching for sex and love, drugs and adventure.","['Comedy', 'Drama']","['nm5328322', ' nm3706800', ' nm5328511', ' nm5328328', ' nm5327948']",2013,105,54,6.5,,
tt0255673,Vazhunnor,Malayalam,India,"Thevakattill Avarachan is an established businessman in a town in central Travancore. Together with his six sons, he controls all businesses in the town. The family is known for its philanthropic efforts, too.","['Action', 'Comedy', 'Drama']","['nm0329730', ' nm0417314', ' nm0889941', ' nm0415549', ' nm0890062']",1999,156,262,6.3,,
tt0255675,Veendum Chila Veettukaryangal,Malayalam,India,"Thirumuttathu Kochuthoma is a member of an acting troupe. He has a wife named Mary, three sons named Johny Kutty, Paul, and Roy and two daughters named Beena and Lisy. His youngest son Roy is also a stage actor in the same troupe and an aspiring writer.","['Comedy', 'Drama', 'Romance']","['nm0419688', ' nm0858128', ' nm0890062', ' nm0433884', ' nm1388202']",1999,150,758,7.7,,
tt0254849,Viajera,Spanish,Mexico,"Blanca Lilia Nuñez (Rosa Carmina) is a successful singer, dancer, andcabaretstar known as ""Katya"". Unfortunately, she is exploited and manipulated by a gangster nicknamed ""El Danzón"" (Miguel Manzano), who pretends to be her representative and makes her an accomplice in all his crimes. Because of this, Blanca Lilia cannot take root anywhere and roams around the world relying on her career as a dancer.",['Drama'],"['nm0138476', ' nm0138476', ' nm0273497', ' nm0056652', ' nm0544443']",1952,100,17,6.1,,
tt2460656,Ultra Reinforcement,Mandarin,China,"Er Dan (Wallace Huo) accidentally traveled to the past to Tang Dynasty. In Tang Dynasty he met Shi Ke Jin (Dylan Luo) whom his elder brother Shi Ke Yan wanted to kill him. Without a doubt he tried to save Shi Ke Jin and brought him back to the future. Because Shi Ke Jin knows so much about the future, he decided to go back to kill his brother and conquer the world. When ErDan discovered his intention, he intended to go back to Tang Dynasty to stop his plan.","['Action', 'Comedy', 'Fantasy']","['nm1845301', ' nm1320897', ' nm2038966', ' nm1125531', ' nm5328264']",2012,99,57,5.6,,
tt0256421,Vanangamudi,Tamil,India,"The film revolves around a king (M. K. Radha) and a talented sculptor (Sivaji Ganesan). Chitrashilpi, the sculptor, could make stones sing and dance with his artistic touch. Son of the king's bodyguard (Nagaiah), whose kind-hearte...",['Drama'],"['nm0304262', ' nm8414271', ' nm0619101', ' nm0620630', ' nm0705552']",1957,170,17,6.5,,
tt2447842,Vinodentro,Italian,Italy,"It all started with the first wine sip Giovanni Cuttin had in his life. A Marzemino, a wine mentioned by Lorenzo da Ponte in his libretto for Mozart's Don Giovanni. Since then, the shy clerk becomes the bank director, a lady-killer and the most revered wine expert in Italy. But soon he will be charged for his wife's murder. Being grilled by Inspector Sanfelice, Giovanni reflects on the last 3 years of his life, dominated by an only mad passion: wine. Gradually the investigation becomes more and more caught between the boundaries of reality and its dreamlike counterpart. What if Giovanni, like Faust, met a diabolic force that made his life very special, only to settle the score later?","['Comedy', 'Mystery', 'Thriller']","['nm0024188', ' nm1186230', ' nm2064182', ' nm0583856', ' nm0933727']",2013,92,185,5.8,,
tt2427968,Una famiglia perfetta,Italian,Italy,A man organize the perfect Christmas for his perfect family...but no one is who they say they are.,['Comedy'],"['nm0144812', ' nm0316074', ' nm0314358', ' nm1968793', ' nm0643642']",2012,120,1313,6.4,,
tt0257260,Vinayaka Chaviti,Telugu,India,"The film begins withParvatimaking a mud sculpture, breathing life into it, and guarding himself while proceeding to the bath. Accordingly,Sivaarrives, and the child bars him when he beheads him enraged. Later, realizing the fact, Siva makes him alive with the head of a demon elephantGajasura, his ardent devotee, giving the nameGanesha, a man with an elephant face and makes him the lord of the Ganas. During the celebration, Chandra heckles him and gets cursed that anyone who sees him on the day will face ignominy by false rumors.","['Drama', 'Musical']","['nm0004417', ' nm0474928', ' nm0347953', ' nm0707351', ' nm0839761']",1957,155,13,6.8,,
tt0257979,Victims and Murderers,Czech,Czech Republic,"An extraordinary psychological study of an incestuous sibling relationship. In the time span of about twenty years in a small town environment, relationship of siblings, Jana and Mirek is changing, and they are, in addition to love, linked to hatred. The feelings of double guilt affect the characters of both siblings, who in vain attempt to escape one another in their acquaintances. The curse of love is stronger. Initially, the dominant Jana, after wedding to a doctor loses influence on her brother, who, desperately seeks a long-lost balance in relation to lonely Olga. Jana, however, does not want to lose her strange brother and becomes an unwanted victim of another crime.",['Drama'],"['nm0734558', ' nm0161729', ' nm0161729', ' nm0385182', ' nm0804949']",2000,96,148,6.4,,
tt24079788,Victim/Suspect,English,United States,"Rachel de Leon, a journalist atThe Center for Investigative Reportingdiscovers a number of legal cases across the United States, where young women are charged by police for making false rape accusations, despite being truthful.","['Crime', 'Documentary']","['nm3929001', ' nm3929001']",2023,90,2656,6.8,,
tt0256308,Violated!,English,United States,"Hollywood is under siege by a masked rapist whose signature is a swastika cut into the young women he targets. Though his methods of entrapment are varied, resulting in the police being unable to catch him, his victims usually find themselves bound spread-eagled in his curtained van. After having his way with them, their battered bodies are dumped in the city's gutters. When Amber Lyte is attacked in her own home by the maniac, she decides to take it upon herself to catch him. Enlisting the help of the lovely Susanne Susan to bait the fiend, the two set a trap for the rapist--not so that they can turn him over to the authorities--but to exact their own methods of justice via homemade electric chair and blowtorch.","['Crime', 'Drama']","['nm2658515', ' nm0094023', ' nm0779293', ' nm0527603', ' nm0632176']",1975,85,185,5.0,,
tt0254845,Vasantha Maligai,Tamil,India,"Anand is a richplayboyand an alcoholic. Aboard an aeroplane, he meets Latha, an air hostess. Latha lives with her father, mother, two brothers, and a sister. Her elder brother resides at home with his wife, but Latha is the highest earning member of the family. Latha's mother objects to her being an air hostess; she begs her to change profession so that she can be home at more decent hours.","['Drama', 'Romance']","['nm0659250', ' nm1163202', ' nm0304262', ' nm0474884', ' nm0619309']",1972,162,147,6.7,,
tt2483050,Us in the U.S.,Italian,Italy,"A family by surprise! Five people who never met are convened by a notary for the reading of a will, and learn they are all brothers and sisters, children of the same father! They'll share a large inheritance if they can deliver the ashes to their father's favorite lake in Arizona! Accepting the challenge, these newfound family members (""mai stati uniti"") set out on a journey full of hijinx and comic adventures in the Stati Uniti d'America. What a quintet! Antonio, the gambling addicted waiter; Angela, the panicky divorcee; Nino, an unemployed mechanic; Carmen, a shopaholic; and Michele, who grew up at a zoo.",['Comedy'],"['nm0758033', ' nm0029846', ' nm0578633', ' nm2063290', ' nm4947407']",2013,90,1001,4.9,,
tt0253871,Uppu,Malayalam,India,"Watch the full movie, Uppu online, only on Eros Now. Story begins when old patriarch Moosa Meleri arrives in a quiet Kerala village with his adopted son Abu and daughter-in-law Amina. He has lost all his money in litigation. Despite their hardships they are happy until their rich landlord covets Amina. Heartbroken, Amina is forced to divorce Abu and become the landlord's second wife. Twenty years later Amina is alone while her father still indulges in litigations, her son leads a dissolute life and her daughter elopes with the chauffeur.",['Drama'],"['nm0595846', ' nm1118676', ' nm3477534', ' nm0611965', ' nm0419665']",1987,115,12,6.6,,
tt26160190,Unlocked,Korean,South Korea,"Lee Na-mi is a young woman who primarily works as a marketer at a start-up company that sells jelly drinks, as well as a part-time job at her father's cafe. One night Na-mi leaves her smartphone on the bus, which is picked up by Oh Jun-yeong, who uses a fake voice app to arrange for Na-mi to pick up her phone at a repair shop the next day. At the repair shop, a masked Jun-yeong fixes Na-mi's broken phone screen and gets the password from her in order to install spyware on her phone and clone it.","['Crime', 'Drama', 'Mystery']","['nm3825915', ' nm5289372', ' nm3641180', ' nm1041146', ' nm3692726']",2023,117,14088,6.4,,
tt0245525,Ulta Seedha,Hindi,India,"Justice M.K. Roy is a traditional and orthodox gentleman, who is unable to understand nor appreciate the carelessness of today's youth. He has brought up his daughter, Shobha, with these same traditions, and he hopes to get her married in a good household. To his shock and dismay, Shobha is in love with Ramesh Saxena, an unemployed youth, who has no respect for tradition. Justice Roy is opposed to any alliance with Ramesh in any way whatsoever, until and unless Ramesh gets a suitable and respectable job, and learns to respect tradition. Ramesh does get a job with a textile mill, and gets a bonus payment, which is to be presented to him in an open ceremony, presided over by Justice Roy. When the bonus payment is being handed over to Ramesh, a woman comes forward and claims that Ramesh is her husband, who had abandoned her soon after their marriage.",['Comedy'],"['nm0044796', ' nm0013159', ' nm0045119', ' nm0894340', ' nm0451863']",1985,139,32,5.9,,
tt2614722,Umrika,Hindi,India,"The film begins with Uday (Prateik Babbar) leaving his village for the United States, telling his little brother Ramakant ""Rama"" (Suraj Sharma) to always remember what he tells him. While his mother is crying due to Uday's departure, Rama tells him to always write to the family when he gets to ""Umrika"" (""America"" as spoken with an accent).","['Comedy', 'Drama']","['nm7802959', ' nm7802960', ' nm3078280', ' nm7802961', ' nm7802962']",2015,98,1624,6.6,,
tt0246313,Veta,Telugu,India,"Set in 1939 during theBritish rule of India, Pratap is a sailor in love with a wealthy woman. However, hercross-cousinJayaram, who serves in the British army, also desires to marry her. When the ship's captain is poisoned by two crew members, Jayaram uses his influence to falsely accuse Pratap, resulting in his deportation to the secludedAndaman Jail.","['Action', 'Adventure', 'Thriller']","['nm0158112', ' nm0419685', ' nm0415582', ' nm0838517', ' nm0710045']",1986,148,179,7.0,,
tt0246315,Vijetha,Telugu,India,"Madhusudhana Rao, aka Chinnababu (Chiranjeevi) is a wannabe football player, who would like to represent his country. Chinnababu is also the youngest son of Narasimham (J. V. Somayajulu). Chinnababu is in love with his childhood friend and neighbour Priyadarshani (Bhanupriya). Despite his father's efforts to stop him, Chinnababu's love towards football grows and his coach encourages him to participate in leagues. Priyadarshani supports him in all his endeavours. Chinnababu's younger sister's marriage gets fixed and they are unable to arrange enough money for the marriage. Narasimham asks his sons to contribute. However, his sons, who are controlled by their wives, deny any help. Frustrated, Narasimham tries to sell his house but, Chinnababu stops him in the last moment and sends him money, saying that his elder sister sent it. His sister's marriage is done uninterrupted, without Chinnababu's presence. After marriage, his elder sister arrives and denies that she sent any money. Surprised and shocked, Chinnababu's family later learns that Chinnababu donated one of his kidneys to save a rich man's heir and sent that money. Narasimham appreciates his son's efforts, for not even bothering about his football career and saving his house on time.","['Drama', 'Family', 'Romance']","['nm0158112', ' nm0080228', ' nm0764762', ' nm0004468', ' nm0710045']",1985,107,346,7.7,,
tt0247015,Vardaan,Hindi,India,"After being thrown out of his house by his father, the smuggler Sunder is forced to live a simple life and in doing so manages to reform himself and become the good son that his father always dreamed of. Or so it seems.",['Drama'],"['nm0576495', ' nm0747155', ' nm0961448', ' nm0576454', ' nm0695170']",1975,136,22,7.2,,
tt0249215,Umur,Hindi,India,"Chandrakant Mehta (Prem Chopra), Rajpal Singh (Satish Kaushik), and Iqbal Khan (Kader Khan) are best friends, living their last years in the UnitedKingdom. The lives of the men are complicated as Mehta and Singh are mistreated as servants by their children, and Khan is a victim ofracial discriminationfrom the British community. However, they find solace and love in the form of a caring young man, Shashank Dutt (Jimmy Sheirgill). Shashank is a student who works as a part-time waiter and singer in a bar for a living and is in love with Sapna Lakha (Shenaz Treasurywala), daughter of a rich business tycoon Prem Lakha (Shakti Kapoor). Sapna introduces Shashank to her father for marriage, but the latter disagrees because of Shashank's status. However, the bar's owner, Victoria, falls for Shashank, and he rejects her advances, as he is still loyal to Sapna. But one day Victoria gets murdered, and all the evidence points towards Shashank. Shashank is arrested and jailed by the police thereafter. After learning this incident, the three men help Shashank escape, which also turns them into fugitives.","['Drama', 'Romance']","['nm0710478', ' nm0878173', ' nm0631112', ' nm0560972', ' nm1742436']",2002,102,287,5.6,,
tt2573822,Utopia,English,Australia,"The film begins with Pilger's journey toUtopiato observe the changes that have occurred in Aboriginal Australia between 1985, when he featured the poverty in the documentaryThe Secret Countryand the time of filming, 2013. After almost three decades, Pilger discovers that Aboriginal families are still living in extremely overcrowded and poorly sanitized asbestos shacks, and are plagued by easily curable diseases. The Secretary General ofAmnesty International,Salil Shetty, who happens to be in Utopia at the same time as Pilger, ponders why one of the world's richest countries cannot solve the problem of Aboriginal poverty and states that the inequity and injustice could be fixed if the will to do so existed.[4][5]The film goes on to explore some of the issues currently afflicting Australia such as; failed health policies,Aboriginal deaths in police custody, mining companies failing to share the wealth they have acquired with the first Australians and the disputed allegations made by the media and government that there were pedophile rings, petrol warlords and sex slaves in Aboriginal communities and the resulting2007 intervention. The film also features a visit toRottnest Island, Western Australia, where an area that was used as a prison for Aboriginal people until 1931, has now been converted into a luxury hotel where tourists are not even informed of the island's brutal history.[4]","['Horror', 'Music']","['nm5441771', ' nm5426696', ' nm5422341', ' nm5453533', ' nm5432480']",2013,72,82,6.8,,
tt0250093,Vergiss mein nicht,German,Germany,A young woman is deeply moved by the shipboard singing of a widower who has been left with only his young son.,"['Drama', 'Romance']","['nm0317617', ' nm0098118', ' nm0895279', ' nm0775549', ' nm0003579']",1935,102,18,6.7,,
tt0250104,Vivaha Bhojanambu,Telugu,India,"Seetarama Rao is a misogynist who leads an organisation against women, forming associations called Stri Dwesha Samajam (Women Haters Association) and Bharya Bhaditula Sangam (Victims of Wife Association). His actions attract the attention of Head Constable Nippu Appala Swamy, who seeks to understand the reasons behind his behaviour. The story then unfolds in a flashback, revealing the events of Seetarama Rao’s past.",['Comedy'],"['nm0707399', ' nm0039306', ' nm0004416', ' nm0103977', ' nm0151526']",1988,138,132,7.4,,
tt0250125,Under the Skin of the City,Persian,Iran,"Tooba, a working-class woman who leads a life of poverty, lives in Tehran with her husband, daughter, Mahboubeh, and sons, Abbas and Ali. Ali, who is the youngest son and teaches Tooba how to read during the sixth House of Representatives elections, is interested in his country's political issues and is involved in campaigning despite his father's warnings. From time to time, Ali is dragged to the police station for his political participation. Tooba has asthma as a result of working without protections at a textile factory.",['Drama'],"['nm0012006', ' nm0287471', ' nm0466936', ' nm0790846', ' nm0315574']",2001,92,1774,7.2,,
tt0253378,Virgin Stripped Bare by Her Bachelors,Korean,South Korea,"Soo-jung (Lee Eun-ju) is a scriptwriter for a local cable TV station. She is close with the program producer Young-soo (Moon Sung-keun). In attempts to urge his rich friend Jae-hoon to finance an independent film he is currently directing, Young-soo visits Jae-hoon's (Jeong Bo-seok) gallery with Soo-jung tagging along. Jae-hoon finds himself attracted to Soo-jung and asks her to become his lover. Soo-jung somewhat reluctantly accepts the offer on condition that it will only be when they go out for a drink. Their tug-of-war reveals that Soo-jung is still a virgin and this impresses Jae-hoon as well as escalates his frustration. Meanwhile, Young-soo also expresses his feelings for Soo-jung. Soo-jung will have to decide whether to surrender her virginity as Jae-hoon anxiously awaits her at a hotel room.","['Drama', 'Romance']","['nm0497249', ' nm0600673', ' nm1065604', ' nm1045505', ' nm1539471']",2000,126,1669,6.9,,
tt2508478,Viva l'Italia,Italian,Italy,The film revolves around the Spagnolo family. Michele Spagnolo is the leader of the political party Viva l'Italia. Dire consequences arise when he loses the ability to lie because of a stroke.,['Comedy'],"['nm0100556', ' nm0029846', ' nm0686375', ' nm0309348', ' nm0660266']",2012,100,2157,6.2,,
tt25050590,Udanpaal,Tamil,India,"Despite their poor financial situation, Parama and his sister Kanmani fiercely reject to suggest their father, Vinayagam, to sell their house. Later, unfortunately, Vinayagam passes away in an unexpected catastrophe, even in that distraught situation family members of Vinayagam become greedy regarding the benefits the government is going to offer to the victim's family. However, fate takes a new turn, making the situation simultaneously tragic and humorous.",['Drama'],"['nm12338734', ' nm1706602', ' nm7639503', ' nm5408141', ' nm9388614']",2022,113,278,6.6,,
tt2504690,Volando Bajo,Spanish,"Mexico, United States, France","Chuyin Venegas and Cornelio Barraza were the greatest stars of popular music and cinema in the 80's and 90's. After decades of success as ""Los Jilgueros de Rosarito"", they went their separate ways; but their story was far from over.","['Comedy', 'Drama', 'Musical']","['nm0850162', ' nm2075350', ' nm2066619', ' nm0657590', ' nm1214700']",2014,96,198,5.7,,
tt2407390,Unearthly,English,United States,"In creating the world ofUnearthly, Hand researched a variety of angel mythologies and combined them with ideas of her own. ""I didn’t want to base my novel’s world on any one text, but I did find some ideas that I latched on to from a host of different sources. Then I did what all writers do: I made stuff up. I released myself from having to be true to one particular mythology and made up my own, which was really fun.""[2]","['Action', 'Adventure', 'Fantasy']","['nm5296797', ' nm5296742', ' nm5296718', ' nm5296745', ' nm3341812']",2013,93,39,4.1,,
tt0272147,Vampires: Los Muertos,English,United States,"A man on the streets searches for aprostitute, and when he finds one, he threatens her with a razor blade. Derek Bliss steps in and points an odd-looking gun at his left temple. The man backs away, and the prostitute thanks Derek and asks if she can do anything for him. He shoots her with three stakes, as she was avampire. Derek drags her to an abandoned car lot and watches the body catch fire in the sunlight while filming it on camera.","['Action', 'Horror', 'Thriller']","['nm0000954', ' nm0209246', ' nm0906031', ' nm0431332', ' nm0566902']",2002,93,8619,4.6,,
tt2401817,Veil,English,United States,"The Veilis set in a war-torn land where tribal factions live in fear of annihilation, and tells the story of a deadly warrior leading a destructive war campaign. When he is betrayed by his own and left for dead, he is healed by a mysterious princess and taken in by a hidden tribe that believes he was chosen to wage a final battle.[3]","['Crime', 'Drama', 'Horror']","['nm5318363', ' nm3831403', ' nm4841305', ' nm2110661', ' nm5087761']",2017,74,30,6.1,,
tt0259709,Vachanam,Malayalam,India,"The film starts with Ravi (Suresh Gopi) is attacked by a group of people on a rainy night. His friend Gopan (Jayaram) finds Ravi unconscious on the road and seeks help from the Police. By the time Gopan arrives with the police force, Ravi is missing. The story then flashes back to a few months back when Ravi followed by Gopan arrives at Shanthigiri monastery for research. Vishnuji, the spiritual head is running the monastery with the help of aid from foreigners. While Ravi idiolizes Vishnuji, Gopan only sees in him a fraud. Both the young men become friendly with Vishnuji's (Charuhasan) private secretary, Maya (Sithara). Very soon, Ravi and Maya find themselves attracted to each other, while Gopan helps them express themselves and start their relationship together. Aryadevi (Sreevidya), another spiritual leader visits Shanthigiri and it is revealed that she is Ravi's surrogate mother. Also it is revealed that Arya Devi was in an intimate relationship with Vishnuji and she accuses Vishnuji of pimping her to foreigners to collect money to start Shanthigiri monastery. Arya Devi requests Ravi to come back to their monastery, but Ravi rejects the idea. Back to present, a shrewd Police Officer (Thilakan) is assigned to investigate Ravi's's disappearance. After lot of revelations from many characters, he finds that Ravi had come to know about malpractices going on in the monastery including prostitution and had threatened Vishnuji to bring him down. Also Maya confesses to having overhearing Vishnuji's conversation with her father about the murder of Ravi. Vishnuji gets arrested, but his lawyer (Nedumudi Venu) establishes in court that Ravi is alive and is in hiding, while Gopan is a mental patient and can't be trusted. Finally the Court ends up acquitting Vishnuji of all charges and he goes out to a roaring welcome from his supporters. Disgusted with the failure of the judicial system, Gopan decides to take the matter into his own hands and doles out his own version of Justice.","['Crime', 'Drama', 'Musical']","['nm0419688', ' nm0329730', ' nm0352031', ' nm1531977', ' nm0534859']",1989,122,58,7.0,,
tt2357453,Underground: The Julian Assange Story,English,Australia,"In 1989, known as 'Mendax', Assange and two friends formed a group called the 'International Subversives'. Using early home computers and defining themselves as 'white hathackers' – those who look but don't steal – they broke into some of the world's most powerful and secretive organisations. They were young, brilliant, and in the eyes of the US Government, a major threat tonational security.","['Biography', 'Drama']","['nm0341737', ' nm0001439', ' nm4870841', ' nm3305824', ' nm2786608']",2012,94,2144,6.7,,
tt0267080,Vadakakkoru Hridhyam,Malayalam,India,"Aswathi is the daughter of Paramupilla, a farmer and an honest man. Kesavankutty is an unemployed politician. Kesavankutty and Aswathi grew up in the same place.Gradually they fell in love. But Paramupilla was against their marriage. Paramupilla arranged marriage of Aswathi and  Parameswaran Pillai, who was rich and a big cultivator. Ashwati realized that her husband was a eunuch only when the days passed.  One day Kesavankutty went to meet Aswathi. Then she told him the sad story of her broken life. From then on they became closer to each other. From Kesavankutty she began to enjoy sexual life .One day, Aswathi and Kesavankutty were making love, n her husband, Parameswaran Pillai, came. Parameswaran Pillai, who witnessed it, did not utter a single word. She felt guilty. One day she left her husband for Kesavankutty. Kesavankutty's mother accepted her as daughter-in-law. After his wife left him, Parameswaran Pillai became a drunkard . Sadashivanpillai, a businessman, had expressed interest in marrying Aswathi in the past. However, the marriage did not occur as Aswathi did not reciprocate his feelings. Nevertheless, he continues to harbor strong feelings for Aswathi.Ashwati became pregnant. Her parents  brought her home for delivery. After giving birth, they did not send her to Kesavankutty's house. She was helpless . Kesavankutty was angry and started a relationship  with an actress.Ashwati's child is now two years old. Sadashivan Pillai, a previous suitor of Ashwati, has returned with a marriage proposal. Despite her lack of romantic feelings for him, she has accepted the proposal.He was willing to do anything for Ashwati. But she couldn't think of anyone but Kesavankutty. She openly told Sadashivan Pillai that. Sadasiva Pillai was saddened and took pity on him on behalf of Aswati.He cursed himself.  That thought bothered him so much that he committed suicide in remorse.Ashwati became orphan again. Will Ashwati's parents take her back home? Will the mother of Sadashivanpillai, who lost her own son, accept Aswathi who expressed her desire to live with Kesavankutty, the father of her child",['Drama'],"['nm0046850', ' nm5551026', ' nm0006982', ' nm0080391', ' nm5550868']",1979,154,11,6.4,,
tt0267083,Vande Mataram,Telugu,India,"Elaborate melodrama, presented the problems of uneven development in terms of an emotional conflict between and innocent feudal rural female and a worldly-wise capitalist urban male. Hero Raghu (Nagaiah), an unemployed graduate, insists on marrying the village girl Janaki (Kanchanmala) despite the opposition of his scheming mother who wants a dowry. Raghu's unemployment problems continue despite his migration to the city, leaving his wife in the clutches of her mother-in-law. When Raghu wins a lottery for Rs. 5 lakhs and returns home, he finds his wife and infant son have left. Although his mother insists he marry again, Raghu goes to the city and dedicates himself to social work, including building factories in order to create employment opportunities. In this he is assisted by his rich female college friend, provoking gossip about their relationship. Raghu's wife, now a poor flower seller, sees her husband with his new friend and believes he has remarried.",['Drama'],"['nm0619101', ' nm0437149', ' nm0512759', ' nm0436305', ' nm0785901']",1939,222,19,7.0,,
tt2347134,Unforgiven,Japanese Ainu,Japan,"Shortly after the start of theMeiji era, Jubei Kamata, a former samurai under theTokugawa Shogunatewho fought against theImperial government, flees from Imperial cavalrymen on the northern Japanese island ofHokkaido. Jubei kills his pursuers and disappears but remains infamous as ""Jubei the Killer"".","['Action', 'Crime', 'Drama']","['nm0913822', ' nm3101617', ' nm1625874', ' nm0256628', ' nm0475165']",2013,135,3032,7.0,,
tt0268003,Vajram,Telugu,India,"Vajram is a story of young man, estranged from hisnarcissistic father, upon failing to meet the latter's high expectations for intellectual pursuits.","['Action', 'Drama']","['nm0015459', ' nm0899649', ' nm0737730', ' nm0025654', ' nm0045064']",1995,125,56,4.7,,
tt2341672,Unreported,Hindi,India,"Unreported is the story of a man who has everything going his way. He has money, power, respect, and plenty of women. All of that changes when he is drugged and wakes up with the body of a dead woman in a hotel room. The film trac...","['Crime', 'Drama', 'Mystery']","['nm0600721', ' nm0243227', ' nm0868957', ' nm3843487', ' nm3312212']",2022,90,19,7.0,,
tt2361567,Vendeta,Czech,Czech Republic,The film tells story of a man whose daughter was raped and murdered by her classmates. He decides to take revenge. This leads to his confrontation with another man who disagree with his deeds.[1],"['Crime', 'Drama', 'Thriller']","['nm0895384', ' nm0435200', ' nm2135063', ' nm1587341', ' nm1230079']",2011,86,124,5.9,,
tt2338706,Unnam,Malayalam,India,"A gang of five gamblers tries to crack a deal that will earn them a huge sum of money. However, things get complicated when one of them alters the plan.","['Crime', 'Drama', 'Thriller']","['nm3981484', ' nm3945709', ' nm3438796', ' nm1442746', ' nm4051131']",2012,141,91,4.1,,
tt0268740,Vayanadan Thampan,Malayalam,India,"The plot starts in a period set in the early 19th century, in a ruined fortress of an old feudal warlord, Vayanadan Thamban who is in the fag end of his life. He resorts to devil worship and appeases the Devil- Karimuthey who appears before him. He requests him to provide everlasting youth. The devil grants his wish, on the condition that he must be appeased by offering 10 virgin girls at every specific interval of his life. Upon offering each virgin girl, the devil grants him the nectar of youth, which can reverse his age back to youth, and warns, that failing to do so, he will absorb all energy of Thamban, and his body shall be rotten. Based on his word, Karimuthey grants him the first glass of nectar, which makes him young.",['Horror'],"['nm0352032', ' nm0008961', ' nm0023096', ' nm6406019', ' nm0049413']",1978,100,44,6.7,,
tt2329582,Voyage,English and Cantonese,Hong Kong,"Voyage centres on a young psychiatrist (played by Ryo van Kooten) who leaves Hong Kong to embark on a long lone voyage from Hong Kong along the coast of South-East Asia to try to overcome the emotional turmoil he has experienced in his relationships with former clients. While travelling, he tries to come to terms with his experiences by making a detailed record of their stories, and decides to visit those places himself.",['Drama'],"['nm5135102', ' nm9008500', ' nm5045123', ' nm3489778', ' nm3808639']",2013,99,294,4.8,,
tt2326059,Ullathai Allitha,Tamil,India,"InChennai, Raja is the only son of Chandrasekhar, a retired colonel who raises him very strictly. Chandrasekhar decides to get Raja married to his friend Viswanathan's daughter Indhu. Vishwanathan is a tea estate owner and one of the richest men inOoty. Raja misunderstands another girl as Indhu (Chandrasekhar's nephew Shankar switched Indhu's photo with another girl's) and decides to run away from Chennai to escape theforced marriage. Unknown to Chandrasekhar, Shankar plans to grab his properties by triggering Raja to leave the house.",['Comedy'],"['nm1129966', ' nm0440231', ' nm0708095']",1996,149,589,7.7,,
tt0270053,Vizontele,Turkish,Turkey,"The mayor (Altan Erkekli) of a small village inSoutheastern Turkeyin 1974 bitterly opposes the activities of sleazy opportunist Latif (Cezmi Baskın) who runs open-air film screenings and seeks to break his monopoly over village entertainment with the introduction of the first television (called Vizontele by the locals). However, theTRTteam sent to deliver the television leave in a hurry after the delivery, leaving them clueless as to how to set it up.","['Comedy', 'Drama', 'History']","['nm0258784', ' nm0015130', ' nm0259472', ' nm0948000', ' nm0059941']",2001,110,41212,8.0,,
tt0271243,Uff! Yeh Mohabbat,Hindi,India,"St. George's College in Bombay has two sweethearts namely, Chiclet (Saddiya Siddiqui), and Raja (Abhishek Kapoor), until Raja sets his eyes on Sonia Verma (Twinkle Khanna). But Sonia will have nothing to do with him. The college students plan a trip to Sikkim, Northern India, and everyone gets to go, except Raja, so he decides to go on his own. Once in Sikkim, Sonia and Raja do get attracted to each other and fall in love, which enrages Chiclets, and she schemes to break-up their relationship, to the extent that Raja gets arrested by the Police; and Sonia thinks Raja is blackmailing her dad, who is dead-set against Raja having to do anything with his daughter. But Chiclet's vengeance does not stop here, she has more in store for Raja and Sonia.","['Action', 'Comedy', 'Drama']","['nm0438461', ' nm0007012', ' nm0451600', ' nm0348481', ' nm0796513']",1997,134,73,4.9,,
tt0271856,Upaharam,Malayalam,India,Story is about a rich Hindu boy who has fallen in love with a Christian girl and the problems they have to face because of their relation. Movie depicts the importance of organ donation.,['Drama'],"['nm0706721', ' nm0811794', ' nm0007123', ' nm0820286', ' nm0018203']",1985,108,17,7.1,,
tt2338454,Unicorn Store,English,United States,"Kit, a failed artist, moves back in with her parents and takes a temp job at a PR agency. At work, Kit meets the vice president, Gary, who is extremely awkward and makes inappropriate advances.","['Comedy', 'Drama', 'Fantasy']","['nm0488953', ' nm0000168', ' nm0000349', ' nm0925966', ' nm6974206']",2017,92,21508,5.6,,
tt0265944,Untold,Hindi,India,The film is partially inspired by theterror attacksthat shook the holy city ofVaranasiin 2006.[1],"['Action', 'Adventure', 'Horror']","['nm0000448', ' nm0744776', ' nm0274819', ' nm0335073', ' nm0705597']",2002,86,2177,3.6,,
tt0265544,Under a Sky of Blue,Russian,Soviet Union,"A contemporary Variety review noted that ""director Vitali Dudin, in his first feature, paints an unrelentingly grim picture of contemporary Soviet life"" and ""also brings off a number of outstanding moments and insights into his characters and their plight"". La Stampa's film critic Alessandra Levantesi accused the film of mannerism, even if ""high-level mannerism, whether in the experimental forms of the Leningrad school or in the naturalistic ones of the Moscow school; rarely lacking a personal touch, and with drama that never comes across as insincere"".",['Drama'],"['nm1129914', ' nm0417924', ' nm0882267', ' nm0119069', ' nm1130170']",1989,87,28,6.2,,
