tconst,primaryTitle,Language,Country,plot,genres,lead_actors_ids,startYear,runtimeMinutes,numVotes,averageRating,budget,BoxOffice
tt6294496,Virus,Uzbek,Uzbekistan,"Bahtiyor was the campaign manager and head of the family, and Bakhtiyor's affairs were going well until Nargiza, Bakhtiyor's wife Lola's friend, came to their house. One day Nargiza comes to Bahtiyor's house.[3]Nargiza and Lola talk and don't notice that time has passed. Nargiza tells her to go home, and Bahhtiyor takes Nargiza home because it's late. Nargiza takes this opportunity to invite Bahtiyor to her house. Bahtiyal is dissatisfied at first and then agrees and enters Nargiza's house. Nargiza adds medicine to Bahtiyor's coffee. Bahtiyor, who drank coffee, felt dizzy and fainted, and when he opened his eyes he saw Nargiza lying next to him. From that day on, unhappy days began in Bahtiyor's life. Avaliga tells Bahtiyor that Nargiza has videotaped everything that happened to Bahtiyor, threatens Bahtiyor and demands money from Bakhtiyor. Bahtiyor  agrees to pay and pays. Nargiza's demands are growing. Nrgiza asked Bahtiyor to give her house. Bahtiyor  said no and told police to report, and Nargiza hired street thugs and started beating Bahtiyor. Bahtiyor had no choice but to give Nargiza a house. Nargiz's demands were to share Bahtiyor's company shares. Bahtiyor gave part of his shares to Nargiza. Bahtiyor was under pressure from all sides. Hooligans, realizing Bahtiyor's weakness, demanded money. Lola asked why she sold the house. The company's shareholders were looking for Bahtiyor. Unable to withstand the pressure, Bahtiyor climbed to the top of the building and, realizing that he had no choice but to lower himself, threw himself down the building.[4][5]","['Crime', 'Drama']","['nm4680797', ' nm16427676', ' nm8620404', ' nm8620400', ' nm8620405']",2016,75,,,,
tt3764194,Unique Brothers,Italian,,,"['Comedy', 'Romance']","['nm0100556', ' nm1565817', ' nm1968793', ' nm3409676', ' nm0039873']",2014,89,920,5.6,,
tt0925307,VHS - Kahloucha,,Tunisia,"Moncef Kahloucha, a great fan of 1970s movies, and also a house painter, shoots hilarious feature films inVHSwith the help of the inhabitants of Kazmet, a poor district inSousse(Tunisia). He produces, directs and stars in his films which are an opportunity for the locals to get away from their dull lives and to experience unique moments, from preparation to the screening of the film in the local café. The camera follows Kahloucha shooting his latest production:Tarzan of the Arabs.","['Biography', 'Documentary']",,2006,80,160,7.5,,
tt4073392,Under Suspicion,Silent,United States,"As described in afilm magazine,[3]Gerry Simpson (Bushman) meets newspaper reporter Virginia Blake (Bayne) and, after learning that she has no use for the idle rich, decides to become a reporter and make Virginia believe he is poor in order to win her. Both are very happy until Virginia comes to believe that Gerry is responsible for a series of robberies that have occurred at fashionable functions. She goes to his apartment but is interrupted by Gerry's valet. Gerry arrives home in time to save Virginia from the wrath of the crooked valet and after the thief is brought to justice, Virginia, convinced of Gerry's innocence, promises to marry him.",['Adventure'],"['nm0449044', ' nm0925803', ' nm5032643', ' nm6804283', ' nm0714120']",1988,100,,,,
tt8168884,Unholy Night,,,"Frank tells Dr. Arden they should report Grace's death to the police. Arden asks if he wants them to know Frank killed Grace, who was unarmed, but Frank says he doesn't care about the consequences.","['Comedy', 'Horror']","['nm3411080', ' nm7263371', ' nm4786145', ' nm2734418', ' nm7949218']",2019,85,239,4.3,,
tt0932560,Voices of Bam,Persian English Dutch,Netherlands,,['Documentary'],,2006,90,21,7.7,,
tt1525344,Vortex,,Lithuania,,['Drama'],"['nm3642830', ' nm3642830', ' nm0586712', ' nm2797801', ' nm3644074']",2009,140,268,7.5,,
tt0940786,Variety Hour,English,United Kingdom,"Pretending to be American radio commentators, Clapham &amp; Dwyer introduce a series of revue artistes.",['Music'],"['nm0163414', ' nm1938999', ' nm5671894', ' nm0492650', ' nm0232902']",1937,66,,,,
tt14218090,Union,English,United States,"Mike McKenna is a construction worker fromPaterson, New Jerseywhose life changes unexpectedly when his high school sweetheart Roxanne 
Hall re-enters his life after 25 years. She is now a secret agent for a covert organization known as ""The Union"" and recruits him, initially against his will.",['Drama'],"['nm0553047', ' nm1693977', ' nm2498341', ' nm3828307', ' nm12393004']",2022,132,,,,
tt21262258,Vanity,French,,,['Drama'],"['nm16282999', ' nm16283000', ' nm13538857', ' nm3708709', ' nm10430092']",2022,116,16,8.1,,
tt1419871,Voyeur,English,United States,"Journalism icon Gay Talese reports on Gerald Foos, the owner of a motel in Aurora, Colorado, who allegedly secretly watched his guests with the aid of specially designed ceiling vents, peering from an ""observation platform"" he built in the motel's attic.",['Thriller'],"['nm0027285', ' nm0234442', ' nm1899432', ' nm0254529', ' nm1433070']",2007,102,,,,
tt0954353,United We Stand,Cantonese,Hong Kong,"Sports in Hong Kong are declining, and the pressure of an international track and field competition is almost too much for ten young athletes to bear. Famous athleteChi Chenghires trainer Cheung (Olivia Cheng), whose leg was hurt badly due to an unfortunate incident, to help them as they train for the competition. Polly (Gigi Lai) and Lam (Fennie Yuen) are rivals on the same team; they challenge trainer Cheung to a race, but realize trainer Cheung has outpaced them by a lot, which makes them respect trainer Cheung more. During their training, they enter a small competition and get great results; because of this, they become careless and lose to the Singapore national track and field team in the final. Trainer Cheung is furious and almost quits her job because of this. After this competition, they realize the importance of unity and hard work. Their hard work paid off in the end as they won the international track and field competition, giving sports in Hong Kong some hope.","['Documentary', 'War']",,1942,66,,,,4.074
tt0436869,Vernie,,France,,"['Drama', 'Romance']","['nm0726151', ' nm1785125', ' nm0185401', ' nm2839084', ' nm0443981']",2004,86,50,6.2,,
tt21262296,Unspoken,French,Belgium,,['Drama'],"['nm13839908', ' nm10220092', ' nm9014662', ' nm10761558', ' nm13064941']",2016,92,,,,24.138
tt34878164,Very confidential,English,United States,"Salem is a perverted merchant who fires an employee, Shaker, who keeps some of the documents that condemns Salem, and during the pursuit of Salem's men to obtain the documents, he hides them in the clinic of Dr. Aida without knowi...",['Thriller'],"['nm0950345', ' nm1158284', ' nm2696261', ' nm1670735', ' nm0066093']",1986,94,,,,
tt15326730,Ucha Pind,,India,,['Action'],"['nm5798582', ' nm7959126', ' nm0222143', ' nm5712019', ' nm0240880']",2021,134,108,7.4,,
tt2524354,Von heute auf morgen,German,,"In 1930, after the Frankfurt premiere, the composer himself conducted a radio broadcast performance in Berlin. After that, the opera was never performed again during Schoenberg's lifetime. Recent revivals include performances at theLeipzig Operain 2008.[2]","['Documentary', 'Family']",,2013,95,8,6.3,,
tt8367852,Unscripted,English,United States,"Unscriptedfollows the misadventures of three struggling actors, who are all in the same acting class inLos Angeles, California, as they make the rounds from auditions to rejection and from personal struggle and to satisfaction. The three all play themselves, as the show blends fact with fiction as a movie/show within a show. It features many cameo appearances from stars playing themselves either in projects they're involved in, or involved in a social function, such asBrad Pitt,Angelina Jolie,Noah Wyle,Hank Azaria,Richard Kind,Meryl Streep,Uma Thurman,Jon Lovitz,Shia LaBeouf,Keanu Reeves,Sam Rockwell,Danny Comden,Bonnie Hunt,George Lopez,Barry Corbin, directorDoug Limanand producerAkiva Goldsman.",['Documentary'],['nm7244826'],2019,77,,,,
tt0147657,Variety Parade,English,United Kingdom,"I am wondering if this film still exists.There is another review from 2004 but that does not indicate whether the reviewer has actually seen this film.I have seen the trailer,which is all the BFI logs in their archive.So it may be one of those films that only now exist by virtue of their trailer.The main acts in this film would appear to be Harry Tate,Nat Gonella,Teddy Brown Sam Browne and Mrs Jack Hylton and Her Band.A real mixture of music hall and dance bands both of which were very popular in the 1930s.It is possible that parts do exist in other variety films as these films were often cannibalised for later revue films.Let us hope so as too many British films of this era are forever lost to us.","['Comedy', 'Musical']","['nm0851136', ' nm1028032', ' nm0114768', ' nm0322501', ' nm1034367']",1936,83,,,,
tt13782006,Ulla Kadathal,Tamil,India,"Ramya and her best friend Samyuktha are students in visual communication. Ramya is a soft-spoken woman while Samyuktha is an outspoken and carefree woman. Ramya falls in love with Robert, a freelance photographer who comes to her college for a teaching stint. They begin to meet each other and they fall in love with each other. One day, Robert reveals that he grew up in an orphanage and he is willing to marry her. Ramya's brother Sakthi is overprotective and a stubborn person, Sakthi wants her to marry the man he has chosen for her: a USA-based groom. Ramya tries to convince her parents and brother to let her marry her lover but Sakthi has a low opinion of Robert. Sakthi and her parents then start the marriage preparation.",['Drama'],"['nm1773444', ' nm6137028', ' nm0890868']",2005,150,,,,
tt0253895,Vienna,,Austria,,['Comedy'],"['nm0461210', ' nm0586923', ' nm0862754', ' nm0935177', ' nm0549629']",2002,104,44,4.9,,
tt8090480,Visitor,English,United Kingdom,"The Visitoris a British-set reimagining of Pier Paolo Pasolini's 1968 filmTeorema. Pasolini's enigmatic protagonist, known to everyone as ""the visitor"", arrives at the house of an upper-class family and seduces each family member one after the other. When he suddenly departs, he leaves behind an emptiness for which the rest attempt to compensate in different ways. In Bruce LaBruce'sThe Visitor, it is a refugee who washes up in a small suitcase on the banks of the River Thames in London. He is one of several identical-looking men who simultaneously emerge from suitcases in other locations around the city. Dressed in the guise of a homeless man, he arrives at the house of an upper-class family and gets to know the maid. When she passes him off as her nephew, the family invites him to also work for them as a live-in servant. The guest makes love with each of the residents of the house one after the other, depicted in explicit sex scenes. Each member of the household experiences a radical sexual and spiritual transformation.",['Documentary'],,2018,71,,,,0.016
tt8862298,Vaade veedu,Telugu,India,"Zamindar Jaganadham lives with his wife, Shantamma, and two children. However, manager Kodandam outwits him and subterfuges to usurp his wealth. As of now, a lament enters as the heir, Rambabu, is abducted by a thief, which leads to Jaganadham's death. Here, the thief falsifies his wife, Lakshmi, the kid, as an orphan who rears him with immense love as Kondadu. Years roll by, and Kondadu dauntless proceeds to the city for livelihood amid squabbles with a beautiful Savitri. Consequently, Kodandam conducts multiple hoodwinks on Shantamma to adopt his sidekick, but in vain since she believes that her son will be back. So, Kodandam schemes to fetch an outsider when he detects Kondadu and triumphs in forging as Rambabu. Here, Kondadu is startled to view Savitri as Kodandam's daughter and the two crushes. Further, he emerges genuine tenderness with Shantamma & her daughter Sita. Plus, he discerns the shatter of Sita's marital life as her husband, Shankar, suspects her fidelity. Hence, Kondadu pledges to rectify the plight when, in disguise, Sita attracts Shankar and knows it is too Kodandam's ploy. From there, he teases Kodandam with Savitri's aid. At last, he blabs the truth when Shankar reforms. Meanwhile, Lakshmi also arrives and declares that Kondadu is the heir. Finally, the movie ends on a happy note with the marriage of Kondadu & Savitri.",['Drama'],"['nm0659250', ' nm0471464', ' nm0586579', ' nm0004417', ' nm8140483']",1973,164,,,,
